Observation unit ID	Date	DoE	NumMainStems	PlantHeight	TubSizeN_12-20	TubSizeN_21-30	TubSizeN_31-40	TubSizeN_41-50	TubSizeN_51-60	TubSizeN_61-70	TubSizeW_12-20	TubSizeW_21-30	TubSizeW_31-40	TubSizeW_41-50	TubSizeW_51-60	TubSizeW_61-70	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-FIN04-7-1485-C	2004-08-18	21	2	51														
WUR:CE-FIN04-7-1496-A	2004-08-18	16	2	64														
WUR:CE-FIN04-7-1496-B	2004-08-18	16	3	75														
WUR:CE-FIN04-7-1496-C	2004-08-18	18	1	60														
WUR:CE-FIN04-7-1502-A	2004-08-18	28	7	61														
WUR:CE-FIN04-7-1502-B	2004-08-18	18	4	59														
WUR:CE-FIN04-7-1502-C	2004-08-18	18	3	73														
WUR:CE-FIN04-7-1510-A	2004-08-18	17	4	60														
WUR:CE-FIN04-7-1510-B	2004-08-18	21	3	62														
WUR:CE-FIN04-7-1510-C	2004-08-18	18	8	60														
WUR:CE-FIN04-7-1507-A	2004-08-18	18	3	47														
WUR:CE-FIN04-7-1507-B	2004-08-18	20	4	45														
WUR:CE-FIN04-7-1507-C	2004-08-18	17	4	44														
WUR:CE-FIN04-7-1523-A	2004-08-18	18	5	95														
WUR:CE-FIN04-7-1523-B	2004-08-18	19	2	82														
WUR:CE-FIN04-7-1523-C	2004-08-18	114	4	100														
WUR:CE-FIN04-7-1524-A	2004-08-18	14	1	106														
WUR:CE-FIN04-7-1524-B	2004-08-18	17	1	83														
WUR:CE-FIN04-7-1524-C	2004-08-18	14	1	91														
WUR:CE-FIN04-7-1529-A	2004-08-18	22	1	38														
WUR:CE-FIN04-7-1529-B	2004-08-18	23	4	43														
WUR:CE-FIN04-7-1529-C	2004-08-18																	
WUR:CE-FIN04-7-1530-A	2004-08-18	21	5	65														
WUR:CE-FIN04-7-1530-B	2004-08-18	19	4	65														
WUR:CE-FIN04-7-1530-C	2004-08-18	18	2	66														
WUR:CE-FIN04-7-1532-A	2004-08-18	17	2	44														
WUR:CE-FIN04-7-1532-B	2004-08-18	20	2	43														
WUR:CE-FIN04-7-1532-C	2004-08-18	16	1	42														
WUR:CE-FIN04-7-1549-A	2004-08-18	15	5	37														
WUR:CE-FIN04-7-1549-B	2004-08-18	15	4	40														
WUR:CE-FIN04-7-1549-C	2004-08-18	17	4	32														
WUR:CE-FIN04-7-1550-A	2004-08-18	19	5	45														
WUR:CE-FIN04-7-1550-B	2004-08-18	22	5	52														
WUR:CE-FIN04-7-1550-C	2004-08-18	23	6	52														
WUR:CE-FIN04-7-1551-A	2004-08-18	20	7	55														
WUR:CE-FIN04-7-1551-B	2004-08-18	18	6	58														
WUR:CE-FIN04-7-1551-C	2004-08-18	21	4	54														
WUR:CE-FIN04-7-1552-A	2004-08-18	18	4	57														
WUR:CE-FIN04-7-1552-B	2004-08-18	17	4	65														
WUR:CE-FIN04-7-1552-C	2004-08-18	20	6	60														
WUR:CE-FIN04-8-1561-A	2004-09-20	19	5		5	9	10	4			202.55	22.39	27.75	233.11	638.46	1243.82	28	2368.09
WUR:CE-FIN04-8-1561-B	2004-09-20	19	4		1	2	6	2			314.26	67.69	3.14	138.60	474.05	1009.51	11	2007.24
WUR:CE-FIN04-8-1561-C	2004-09-20	17	3		1	2	4	3	2		485.84	157.29	6.46	55.63	304.79	753.96	12	1763.97
WUR:CE-FIN04-8-1562-A	2004-09-20	14	4			12	12	3	2		315.98	68.49	2.97	137.46	471.94	1006.42	29	2003.26
WUR:CE-FIN04-8-1562-B	2004-09-20	18	5		4	13	11	6			229.43	31.89	18.95	206.01	593.07	1180.12	34	2259.47
WUR:CE-FIN04-8-1562-C	2004-09-20	17	4		3	10	14	4			245.78	38.16	14.61	191.06	567.52	1143.97	31	2201.10
WUR:CE-FIN04-8-1563-A	2004-09-20	17	4		21	13	10	8	1		125.61	2.92	68.76	334.61	800.46	1466.31	53	2798.68
WUR:CE-FIN04-8-1563-B	2004-09-20	17	2		4	9	6	1			134.56	4.41	62.41	320.41	778.41	1436.41	20	2736.61
WUR:CE-FIN04-8-1563-C	2004-09-20	17	3		11	11	11		1		111.18	1.09	80.21	359.33	838.44	1517.56	34	2907.81
WUR:CE-FIN04-8-1564-A	2004-09-20	19	5		3	8	16	3			252.28	40.75	13.08	185.41	557.75	1130.08	30	2179.35
WUR:CE-FIN04-8-1564-B	2004-09-20	20	5		7	6	8	5			192.25	19.06	31.75	244.44	657.13	1269.83	26	2414.45
WUR:CE-FIN04-8-1564-C	2004-09-20	19	4		9	6	6	2	3		182.77	16.15	35.77	255.38	675.00	1294.62	26	2459.69
WUR:CE-FIN04-8-1572-A	2004-09-20	17	4		14	13	10	7			142.37	5.91	57.28	308.64	760.00	1411.37	44	2685.57
WUR:CE-FIN04-8-1572-B	2004-09-20	18	2		4	4	6	2			178.89	15.02	37.52	260.02	682.52	1305.02	16	2478.97
WUR:CE-FIN04-8-1572-C	2004-09-20	19	2		6	6	5	3	2		214.22	26.38	23.65	220.93	618.20	1215.47	22	2318.86
WUR:CE-FIN04-8-1573-A	2004-09-20	15	4		7	8	5	1			93.44	0.03	96.69	393.36	890.03	1586.69	21	3060.25
WUR:CE-FIN04-8-1573-B	2004-09-20	17	6		17	11	10	1			71.16	1.13	122.41	443.70	964.98	1686.26	39	3289.65
WUR:CE-FIN04-8-1573-C	2004-09-20	17	3		2	5	7				172.73	13.27	40.41	267.56	694.70	1321.84	14	2510.52
WUR:CE-FIN04-8-1585-A	2004-09-20	17	3		6	9	4		1		103.02	0.42	87.42	374.42	861.42	1548.42	20	2975.14
WUR:CE-FIN04-8-1585-B	2004-09-20	18	3		2	3	11	3	2		382.11	100.95	0.00	99.05	398.10	897.15	21	1877.36
WUR:CE-FIN04-8-1585-C	2004-09-20	23	4		7	5	6	5	2		244.61	37.70	14.90	192.10	569.30	1146.50	25	2205.11
WUR:CE-FIN04-8-1588-A	2004-09-20	18	4		7	9	7				93.16	0.02	96.98	393.94	890.89	1587.85	23	3062.85
WUR:CE-FIN04-8-1588-B	2004-09-20	17	5		2	8	10	1	1		238.84	35.46	16.37	197.27	578.18	1159.09	22	2225.22
WUR:CE-FIN04-8-1588-C	2004-09-20	17			5	8	5				92.91	0.02	97.24	394.46	891.69	1588.91	18	3065.23
WUR:CE-FIN04-8-1590-A	2004-09-20	15	3		16	18	7	3			81.00	0.25	110.25	420.25	930.25	1640.25	44	3182.25
WUR:CE-FIN04-8-1590-B	2004-09-20	15	2		12	7	6	4			108.09	0.80	82.87	364.94	847.01	1529.08	29	2932.80
WUR:CE-FIN04-8-1590-C	2004-09-20	15	4		21	9	12	1			65.87	1.91	129.59	457.26	984.94	1712.61	43	3352.19
WUR:CE-FIN04-8-1592-A	2004-09-20	14	5		36	23	5				24.38	20.82	212.07	603.32	1194.57	1985.82	64	4040.96
WUR:CE-FIN04-8-1592-B	2004-09-20	14	4		19	16	12				67.45	1.66	127.40	453.15	978.89	1704.64	47	3333.18
WUR:CE-FIN04-8-1592-C	2004-09-20	14	5		18	10	5	2			51.63	5.36	151.64	497.93	1044.21	1790.50	35	3541.27
WUR:CE-FIN04-8-1593-A	2004-09-20	14	4		15	17	4		1		56.86	3.84	143.03	482.22	1021.41	1760.60	37	3467.95
WUR:CE-FIN04-8-1593-B	2004-09-20	14	3		10	15	10	1			103.93	0.48	86.59	372.70	858.82	1544.93	36	2967.45
WUR:CE-FIN04-8-1593-C	2004-09-20	14	2		21	16	6	1			46.02	7.38	161.69	516.01	1070.33	1824.65	44	3626.09
WUR:CE-FIN04-8-1595-A	2004-09-20	31	4		4						0.00	90.25	380.25	870.25	1560.25	2450.25	4	5351.25
WUR:CE-FIN04-8-1595-B	2004-09-20	17	2		5	2	4				77.76	0.46	114.10	427.74	941.37	1655.01	11	3216.45
WUR:CE-FIN04-8-1595-C	2004-09-20	17	4		10	4	2				23.16	21.97	215.72	609.47	1203.22	1996.97	16	4070.52
WUR:CE-FIN04-8-1596-A	2004-09-20	14	3		4	6	9	6	1		298.23	60.36	4.98	149.59	494.21	1038.82	26	2046.18
WUR:CE-FIN04-8-1596-B	2004-09-20	16	4		2	8	7	2			204.19	22.94	27.15	231.36	635.57	1239.78	19	2360.99
WUR:CE-FIN04-8-1596-C	2004-09-20	14	6		9	12	5				66.17	1.86	129.17	456.48	983.79	1711.10	26	3348.57
WUR:CE-FIN04-8-1598-A	2004-09-20	22	3		2	7	6	3	1		268.79	47.54	9.64	171.75	533.85	1095.96	19	2127.53
WUR:CE-FIN04-8-1598-B	2004-09-20	18	2		1	2	8	1			290.42	56.88	6.04	155.21	504.38	1053.54	12	2066.47
WUR:CE-FIN04-8-1598-C	2004-09-20	19	5		2	9	10				178.41	14.88	37.73	260.59	683.45	1306.31	21	2481.37
WUR:CE-FIN04-8-1600-A	2004-09-20	19	2		6	9	3	3			122.58	2.47	71.04	339.61	808.18	1476.76	21	2820.64
WUR:CE-FIN04-8-1600-B	2004-09-20	18	2		6	10	4				74.82	0.72	117.72	434.72	951.72	1668.72	20	3248.44
WUR:CE-FIN04-8-1600-C	2004-09-20	15	2		6	5	2				44.27	8.10	165.02	521.95	1078.87	1835.79	13	3654.01
WUR:CE-FIN04-8-1601-A	2004-09-20	15	3		5	10	23	5			258.24	43.16	11.77	180.37	548.98	1117.58	43	2160.09
WUR:CE-FIN04-8-1601-B	2004-09-20	18	6		8	25	17	2			145.85	6.64	55.10	303.56	752.03	1400.49	52	2663.67
WUR:CE-FIN04-8-1601-C	2004-09-20	18	6		7	24	12	2			134.04	4.32	62.76	321.21	779.65	1438.09	45	2740.08
WUR:CE-FIN04-8-1608-A	2004-09-20	17	2		3	7	7	1			166.84	11.67	43.34	275.01	706.67	1338.34	18	2541.88
WUR:CE-FIN04-8-1608-B	2004-09-20	18	3		5	5	7	2			163.57	10.82	45.03	279.24	713.45	1347.66	19	2559.78
WUR:CE-FIN04-8-1608-C	2004-09-20	17	2		6	3	6	1			119.63	2.07	73.32	344.57	815.82	1487.07	16	2842.46
WUR:CE-FIN04-8-1609-A	2004-09-20	15	7		22	42	15				76.62	0.56	115.49	430.43	945.37	1660.30	79	3228.77
WUR:CE-FIN04-8-1609-B	2004-09-20	17	4		8	25	12				109.78	0.96	81.40	361.84	842.29	1522.73	45	2919.01
WUR:CE-FIN04-8-1609-C	2004-09-20	15	3		8	34	4				75.99	0.61	116.26	431.92	947.57	1663.22	46	3235.58
WUR:CE-FIN04-8-1612-A	2004-09-20	22	6		22	35					34.03	13.44	186.78	560.11	1133.44	1906.78	57	3834.58
WUR:CE-FIN04-8-1612-B	2004-09-20	21	9		14	24	4				53.08	4.90	149.19	493.47	1037.76	1782.05	42	3520.45
WUR:CE-FIN04-8-1612-C	2004-09-20	24	9		15	33					42.66	8.81	168.19	527.56	1086.94	1846.31	48	3680.47
WUR:CE-FIN04-8-1619-A	2004-09-20	19	3		5	5	3				66.49	1.81	128.74	455.66	982.58	1709.50	13	3344.78
WUR:CE-FIN04-8-1619-B	2004-09-20	19	3		6	5	8				114.72	1.47	77.25	353.04	828.83	1504.62	19	2879.94
WUR:CE-FIN04-8-1619-C	2004-09-20	19	3		5	4	4	2			136.11	4.69	61.36	318.03	774.69	1431.36	15	2726.25
WUR:CE-FIN04-8-1620-A	2004-09-20	16	3		3	3	5	7			341.22	80.50	1.06	121.61	442.17	962.72	18	1949.28
WUR:CE-FIN04-8-1620-B	2004-09-20	16	2			8	5	4			294.02	58.48	5.54	152.60	499.65	1046.71	17	2057.00
WUR:CE-FIN04-8-1620-C	2004-09-20	17	4			7	13	3			315.45	68.24	3.02	137.81	472.59	1007.37	23	2004.48
WUR:CE-FIN04-8-1622-A	2004-09-20	20									256.00	650.25	1260.25	2070.25	3080.25	4290.25	0	0.00
WUR:CE-FIN04-8-1622-B	2004-09-20	17	1			5					90.25	0.00	100.00	400.00	900.00	1600.00	5	3090.25
WUR:CE-FIN04-8-1622-C	2004-09-20										256.00	650.25	1260.25	2070.25	3080.25	4290.25	0	0.00
WUR:CE-FIN04-8-1624-A	2004-09-20	17	4		1	10	7	3			232.20	32.93	18.16	203.40	588.64	1173.88	21	2249.21
WUR:CE-FIN04-8-1624-B	2004-09-20	17	5			18	16				201.81	22.15	28.03	233.91	639.79	1245.67	34	2371.36
WUR:CE-FIN04-8-1624-C	2004-09-20	14	7		3	9	12	1			194.88	19.89	30.69	241.49	652.29	1263.09	25	2402.34
WUR:CE-FIN04-8-1625-A	2004-09-20	21	4		13	5	2				18.71	26.78	230.28	633.78	1237.28	2040.78	20	4187.61
WUR:CE-FIN04-8-1625-B	2004-09-20	21	2		3	8					47.74	6.71	158.53	510.35	1062.17	1813.99	11	3599.48
WUR:CE-FIN04-8-1625-C	2004-09-20	21	2		30	7	2				7.32	46.17	282.07	717.97	1353.86	2189.76	39	4597.14
WUR:CE-FIN04-8-1628-A	2004-09-20	18	2		2	6	6	2			212.07	25.63	24.38	223.13	621.88	1220.63	16	2327.71
WUR:CE-FIN04-8-1628-B	2004-09-20	18	4		6	14	14	4	1		208.77	24.49	25.52	226.54	627.57	1228.59	39	2341.47
WUR:CE-FIN04-8-1628-C	2004-09-20	22	3		1	2	9				262.71	45.00	10.84	176.67	542.50	1108.34	12	2146.05
WUR:CE-FIN04-8-1629-A	2004-09-20	20	4		5	10	12	1			163.93	10.91	44.84	278.77	712.70	1346.63	28	2557.79
WUR:CE-FIN04-8-1629-B	2004-09-20	20	3		3	11	6	1			142.86	6.01	56.97	307.92	758.87	1409.82	21	2682.45
WUR:CE-FIN04-8-1629-C	2004-09-20	22	3		4	12	12				154.47	8.58	50.01	291.43	732.86	1374.29	28	2611.64
WUR:CE-FIN04-8-1631-A	2004-09-20	24	2		6	5	6				93.63	0.03	96.50	392.97	889.44	1585.91	17	3058.50
WUR:CE-FIN04-8-1631-B	2004-09-20	22	8		10	15	5				64.00	2.25	132.25	462.25	992.25	1722.25	30	3375.25
WUR:CE-FIN04-8-1631-C	2004-09-20	18	4		4	7	7				127.19	3.16	67.60	332.05	796.49	1460.94	18	2787.44
WUR:CE-FIN04-8-1632-A	2004-09-20	19	2		2	2	1	4	2		458.35	141.83	3.64	65.46	327.28	789.10	11	1785.66
WUR:CE-FIN04-8-1632-B	2004-09-20	19	2		2	2	6	6			382.69	101.25	0.00	98.75	397.50	896.25	16	1876.46
WUR:CE-FIN04-8-1632-C	2004-09-20	19	3		2	1	6	3	1		383.26	101.54	0.01	98.47	396.93	895.39	13	1875.59
WUR:CE-FIN04-8-1633-A	2004-09-20	19	5			2	9	3	1		462.25	144.00	4.00	64.00	324.00	784.00	15	1782.25
WUR:CE-FIN04-8-1633-B	2004-09-20	19	3		1	3	2	4	1		418.39	120.00	0.91	81.82	362.73	843.64	11	1827.49
WUR:CE-FIN04-8-1633-C	2004-09-20	19	4		1	4	7	4			334.20	77.11	1.49	125.86	450.24	974.61	16	1963.51
WUR:CE-FIN04-8-1634-A	2004-09-20	21	3			7	5	4			310.64	66.02	3.52	141.02	478.52	1016.02	16	2015.72
WUR:CE-FIN04-8-1634-B	2004-09-20	17	1		1	5	7	7			381.23	100.50	0.00	99.50	399.00	898.50	20	1878.73
WUR:CE-FIN04-8-1634-C	2004-09-20	20	2		1		9	4			439.50	131.43	2.14	72.86	343.57	814.29	14	1803.79
WUR:CE-FIN04-8-1637-A	2004-09-20	21	4		10	15	5				64.00	2.25	132.25	462.25	992.25	1722.25	30	3375.25
WUR:CE-FIN04-8-1637-B	2004-09-20	16	3		4	4	15	2			242.74	36.97	15.37	193.77	572.17	1150.57	25	2211.57
WUR:CE-FIN04-8-1637-C	2004-09-20	15	4		5	9	18	5			249.13	39.49	13.81	188.13	562.46	1136.78	37	2189.80
WUR:CE-FIN04-8-1638-A	2004-09-20	17	4		2	6	13	2			258.09	43.10	11.80	180.49	549.19	1117.88	23	2160.56
WUR:CE-FIN04-8-1638-B	2004-09-20	16	3		4	12	10				141.24	5.69	57.99	310.30	762.61	1414.92	26	2692.75
WUR:CE-FIN04-8-1638-C	2004-09-20	17	3		12	21	5	1	1		83.72	0.12	107.12	414.12	921.12	1628.12	40	3154.34
WUR:CE-FIN04-8-1639-A	2004-09-20	14	1		2	8	4	2			177.22	14.54	38.29	262.04	685.79	1309.54	16	2487.40
WUR:CE-FIN04-8-1639-B	2004-09-20	17	2		5	8	11				146.51	6.78	54.70	302.62	750.53	1398.45	24	2659.59
WUR:CE-FIN04-8-1639-C	2004-09-20	14	2		13	23	12	3			112.53	1.23	79.07	356.91	834.76	1512.60	51	2897.09
WUR:CE-FIN04-8-1642-A	2004-09-20	17	2		7	11	9	4			164.83	11.15	44.37	277.60	710.82	1344.05	31	2552.83
WUR:CE-FIN04-8-1642-B	2004-09-20	17	2		7	9	11	2			153.25	8.29	50.70	293.12	735.53	1377.95	29	2618.84
WUR:CE-FIN04-8-1642-C	2004-09-20	21	4		4	3	6	2	2		278.10	51.50	7.97	164.44	520.91	1077.38	17	2100.32
WUR:CE-FIN04-8-1646-A	2004-09-20	18	2		10	23	3				59.20	3.26	139.37	475.48	1011.59	1747.70	36	3436.62
WUR:CE-FIN04-8-1646-B	2004-09-20	19	2		9	12	9	4			143.65	6.18	56.47	306.76	757.06	1407.35	34	2677.47
WUR:CE-FIN04-8-1646-C	2004-09-20	17	2		5	8	10	2	4		283.17	53.69	7.14	160.59	514.04	1067.49	29	2086.12
WUR:CE-FIN04-8-1647-A	2004-09-20	17	4		6	9	11	5	2		254.55	41.66	12.57	183.48	554.39	1125.30	33	2171.94
WUR:CE-FIN04-8-1647-B	2004-09-20	15	3		5	17	10	6			197.11	20.61	29.82	239.03	648.24	1257.45	38	2392.25
WUR:CE-FIN04-8-1647-C	2004-09-20	30	2		3	6			1		93.12	0.02	97.02	394.02	891.02	1588.02	10	3063.24
WUR:CE-FIN04-8-1649-A	2004-09-20	18	7		13	22	7				67.67	1.62	127.10	452.57	978.05	1703.53	42	3330.55
WUR:CE-FIN04-8-1649-B	2004-09-20	14	5		10	21	8	2			102.21	0.37	88.18	375.98	863.79	1551.59	41	2982.11
WUR:CE-FIN04-8-1649-C	2004-09-20	14	4		7	10	12	1			142.80	6.00	57.00	308.00	759.00	1410.00	30	2682.82
WUR:CE-FIN04-8-1652-A	2004-09-20	17	2		5	7	6	1	1		159.39	9.77	47.27	284.77	722.27	1359.77	20	2583.22
WUR:CE-FIN04-8-1652-B	2004-09-20	19	3		5	7	6	3			167.76	11.92	42.87	273.82	704.78	1335.73	21	2536.88
WUR:CE-FIN04-8-1652-C	2004-09-20	16	2		5	8	5				92.91	0.02	97.24	394.46	891.69	1588.91	18	3065.23
WUR:CE-FIN04-8-1654-A	2004-09-20	16	3		1	5		5	4		553.82	196.93	16.27	35.60	254.93	674.27	15	1731.82
WUR:CE-FIN04-8-1654-B	2004-09-20	18	4		3	6	2	5	2		321.01	70.84	2.51	134.17	465.84	997.51	18	1991.88
WUR:CE-FIN04-8-1654-C	2004-09-20	18	4		2	7	4	1	3		296.04	59.38	5.26	151.15	497.03	1042.91	17	2051.77
WUR:CE-FIN04-8-1657-A	2004-09-20	19	1			2	6	3	1		484.00	156.25	6.25	56.25	306.25	756.25	12	1765.25
WUR:CE-FIN04-8-1657-B	2004-09-20	19	1			1	4	2	2		627.78	241.98	30.86	19.75	208.64	597.53	9	1726.55
WUR:CE-FIN04-8-1657-C	2004-09-20	19	2		4	2	9	2	1		264.97	45.94	10.38	174.83	539.27	1103.72	18	2139.10
WUR:CE-FIN04-8-1658-A	2004-09-20	19	5		2	5	4	5	1		337.91	78.90	1.25	123.60	445.96	968.31	17	1955.92
WUR:CE-FIN04-8-1658-B	2004-09-20	20	6		6	7	6	2			133.35	4.19	63.24	322.29	781.34	1440.38	21	2744.79
WUR:CE-FIN04-8-1658-C	2004-09-20	18	3			5	6		1		289.00	56.25	6.25	156.25	506.25	1056.25	12	2070.25
WUR:CE-FIN04-8-1660-A	2004-09-20	17	3		3	7	2				77.29	0.50	114.67	428.84	943.00	1657.17	12	3221.47
WUR:CE-FIN04-8-1660-B	2004-09-20	18	4		5	12	7				108.94	0.88	82.13	363.38	844.63	1525.88	24	2925.84
WUR:CE-FIN04-8-1660-C	2004-09-20	17	4		4	9	10	1			166.84	11.67	43.34	275.01	706.67	1338.34	24	2541.88
WUR:CE-FIN04-8-1661-A	2004-09-20	18	4		7	13	9				106.30	0.66	84.45	368.24	852.04	1535.83	29	2947.52
WUR:CE-FIN04-8-1661-B	2004-09-20	18	2		4	8	3	2			129.56	3.54	65.90	328.25	790.60	1452.96	17	2770.80
WUR:CE-FIN04-8-1661-C	2004-09-20	18	3		6	6	7	3			164.31	11.01	44.65	278.28	711.92	1345.56	22	2555.72
WUR:CE-FIN04-8-1662-A	2004-09-20	15	3		6	17	8				104.90	0.55	85.71	370.87	856.03	1541.20	31	2959.26
WUR:CE-FIN04-8-1662-B	2004-09-20	15	3		8	13	13				122.95	2.52	70.76	338.99	807.23	1475.46	34	2817.91
WUR:CE-FIN04-8-1662-C	2004-09-20	15	2		12	13	13				98.43	0.18	91.76	383.34	874.91	1566.49	38	3015.10
WUR:CE-FIN04-8-1665-A	2004-09-20	14	3		1	4	10	12			472.66	149.84	5.02	60.21	315.39	770.58	27	1773.69
WUR:CE-FIN04-8-1665-B	2004-09-20	14	1		1	5	7	2			262.44	44.89	10.89	176.89	542.89	1108.89	15	2146.89
WUR:CE-FIN04-8-1665-C	2004-09-20	14	4		8	12	13	8	3		269.26	47.74	9.55	171.37	533.19	1095.01	44	2126.12
WUR:CE-FIN04-8-1666-A	2004-09-20	14	3		8	9	14	4			185.35	16.93	34.64	252.36	670.07	1287.78	35	2447.13
WUR:CE-FIN04-8-1666-B	2004-09-20	36	1				5	1			448.03	136.11	2.78	69.44	336.11	802.78	6	1795.25
WUR:CE-FIN04-8-1666-C	2004-09-20	14	2		7	4	11	3			186.05	17.14	34.34	251.54	668.74	1285.94	25	2443.75
WUR:CE-FIN04-8-1667-A	2004-09-20	15	2		2	4	7				180.18	15.39	36.93	258.47	680.01	1301.54	13	2472.52
WUR:CE-FIN04-8-1667-B	2004-09-20	15	2		2	4	5				151.74	7.94	51.58	295.21	738.85	1382.49	11	2627.81
WUR:CE-FIN04-8-1667-C	2004-09-20	15	3		2	6	3	1			146.01	6.67	55.01	303.34	751.67	1400.01	12	2662.71
WUR:CE-FIN04-8-1671-A	2004-09-20	14	4		12	7	7				60.96	2.86	136.71	470.56	1004.40	1738.25	26	3413.74
WUR:CE-FIN04-8-1671-B	2004-09-20	14	5		10	8	13				112.98	1.27	78.69	356.11	833.53	1510.95	31	2893.54
WUR:CE-FIN04-8-1671-C	2004-09-20	19	3		4	5	8	2			190.88	18.63	32.31	245.99	659.68	1273.36	19	2420.85
WUR:CE-FIN04-8-1672-A	2004-09-20	15	2		2	9	6	4			232.93	33.20	17.96	202.72	587.49	1172.25	21	2246.54
WUR:CE-FIN04-8-1672-B	2004-09-20	16	1		3	7	7	3			212.43	25.76	24.26	222.76	621.26	1219.76	20	2326.21
WUR:CE-FIN04-8-1672-C	2004-09-20	23	1		1	1	6	2			344.10	81.90	0.90	119.90	438.90	957.90	10	1943.62
WUR:CE-FIN04-8-1673-A	2004-09-20	18	6			10	10				210.25	25.00	25.00	225.00	625.00	1225.00	20	2335.25
WUR:CE-FIN04-8-1673-B	2004-09-20	18	5			8	12				240.25	36.00	16.00	196.00	576.00	1156.00	20	2220.25
WUR:CE-FIN04-8-1673-C	2004-09-20	20	6		3	6	7	2			196.78	20.50	29.95	239.39	648.83	1258.28	18	2393.73
WUR:CE-FIN04-8-1676-A	2004-09-20	14	5		14	23	18				107.22	0.73	83.64	366.55	849.46	1532.37	55	2939.96
WUR:CE-FIN04-8-1676-B	2004-09-20	14	4		11	21	12	6			149.08	7.34	53.14	298.94	744.74	1390.54	50	2643.80
WUR:CE-FIN04-8-1676-C	2004-09-20	14	3		9	18	11	3	4		197.25	20.65	29.76	238.87	647.99	1257.10	45	2391.62
WUR:CE-FIN04-8-1680-A	2004-09-20	17	4		8	14	13				121.94	2.38	71.52	340.67	809.81	1478.95	35	2825.28
WUR:CE-FIN04-8-1680-B	2004-09-20	15	2		11	16	8	3			108.87	0.87	82.19	363.50	844.82	1526.14	38	2926.39
WUR:CE-FIN04-8-1680-C	2004-09-20	16	2		13	22	6				63.22	2.40	133.37	464.35	995.33	1726.30	41	3384.97
WUR:CE-FIN04-8-1681-A	2004-09-20	16	2		3	4	7	7			329.16	74.70	1.84	128.98	456.13	983.27	21	1974.09
WUR:CE-FIN04-8-1681-B	2004-09-20	17	1		1	2	3	3			340.20	80.00	1.11	122.23	443.34	964.45	9	1951.32
WUR:CE-FIN04-8-1681-C	2004-09-20	17	3				7	5	4		763.14	328.52	66.02	3.52	141.02	478.52	16	1780.72
WUR:CE-FIN04-8-1682-A	2004-09-20	49	2		6						0.00	90.25	380.25	870.25	1560.25	2450.25	6	5351.25
WUR:CE-FIN04-8-1682-B	2004-09-20										256.00	650.25	1260.25	2070.25	3080.25	4290.25	0	0.00
WUR:CE-FIN04-8-1682-C	2004-09-20	15	6		11	17	9	3	4	1	197.87	20.85	29.52	238.19	646.85	1255.52	45	2388.81
WUR:CE-FIN04-8-1683-A	2004-09-20	21	4		4	7	5	1			129.56	3.54	65.90	328.25	790.60	1452.96	17	2770.80
WUR:CE-FIN04-8-1683-B	2004-09-20	18	3		1	2	9	1			296.90	59.76	5.15	150.53	495.92	1041.30	13	2049.57
WUR:CE-FIN04-8-1683-C	2004-09-20	18	5		8	14	7	3			125.16	2.85	69.10	335.35	801.60	1467.85	32	2801.90
WUR:CE-FIN04-8-1684-A	2004-09-20	18	3		1	4	2	5			350.00	84.79	0.63	116.46	432.29	948.13	12	1932.30
WUR:CE-FIN04-8-1684-B	2004-09-20	16	3		1	1	4	4	3		621.16	237.87	29.41	20.95	212.49	604.03	13	1725.90
WUR:CE-FIN04-8-1684-C	2004-09-20	16	2		3	1	3	3	3		447.49	135.81	2.74	69.66	336.58	803.50	13	1795.78
WUR:CE-FIN04-8-1689-A	2004-09-20	20	2		1	4					57.76	3.61	141.61	479.61	1017.61	1755.61	5	3455.81
WUR:CE-FIN04-8-1689-B	2004-09-20	23	3		2	5					46.05	7.37	161.65	515.94	1070.22	1824.51	7	3625.74
WUR:CE-FIN04-8-1689-C	2004-09-20	22	2		2	3					32.49	14.44	190.44	566.44	1142.44	1918.44	5	3864.69
WUR:CE-FIN04-8-1694-A	2004-09-20	18	2		6	6	14	5			237.26	34.85	16.78	198.72	580.65	1162.59	31	2230.85
WUR:CE-FIN04-8-1694-B	2004-09-20	19	1		3	4	10	4			279.37	52.05	7.76	163.47	519.19	1074.90	21	2096.74
WUR:CE-FIN04-8-1694-C	2004-09-20	19	2		3	2	2	5			293.27	58.14	5.64	153.14	500.64	1048.14	12	2058.97
WUR:CE-FIN04-8-1696-A	2004-09-20	16	2		2		1	5	2		605.16	228.01	26.01	24.01	222.01	620.01	10	1725.21
WUR:CE-FIN04-8-1696-B	2004-09-20	14	1		4	1	4	2	1	1	328.17	74.22	1.92	129.61	457.30	984.99	13	1976.21
WUR:CE-FIN04-8-1696-C	2004-09-20	20	1		1		1	4			525.17	180.01	11.67	43.34	275.01	706.67	6	1741.88
WUR:CE-FIN04-8-1700-A	2004-09-20	15	3		2	8	8	3			232.93	33.20	17.96	202.72	587.49	1172.25	21	2246.54
WUR:CE-FIN04-8-1700-B	2004-09-20	17	5		4	9	14	4			236.27	34.47	17.05	199.63	582.21	1164.79	31	2234.41
WUR:CE-FIN04-8-1700-C	2004-09-20	17	2		2	10	13				194.32	19.71	30.91	242.11	653.31	1264.51	25	2404.89
