Observation unit ID	Date	TubN_LT20	TubW_LT20	TubN_GE20	TubW_GE20	TubN_total_per_plant	TubW_total_per_plant
WUR:CE-ETH10-3-188-2	2010-12-01	12	70	6	115	18	185
WUR:CE-ETH10-3-188-3	2010-12-01	13	105	16	300	29	405
WUR:CE-ETH10-3-188-4	2010-12-01	20	105	10	240	30	345
WUR:CE-ETH10-3-189-1	2010-12-01	3	10	11	215	14	225
WUR:CE-ETH10-3-189-2	2010-12-01	1	5	7	195	8	200
WUR:CE-ETH10-3-189-3	2010-12-01			4	105	4	105
WUR:CE-ETH10-3-189-4	2010-12-01	2	10	11	160	13	170
WUR:CE-ETH10-3-190-1	2010-12-01	4	20	10	395	14	415
WUR:CE-ETH10-3-190-2	2010-12-01					0	0
WUR:CE-ETH10-3-190-3	2010-12-01	1	5	7	320	8	325
WUR:CE-ETH10-3-190-4	2010-12-01	2	15	13	830	15	845
WUR:CE-ETH10-3-191-1	2010-12-01	12	55	10	160	22	215
WUR:CE-ETH10-3-191-2	2010-12-01	14	40	15	280	29	320
WUR:CE-ETH10-3-191-3	2010-12-01	14	105	14	195	28	300
WUR:CE-ETH10-3-191-4	2010-12-01	6	15	6	95	12	110
WUR:CE-ETH10-3-192-1	2010-12-01	6	65	1	35	7	100
WUR:CE-ETH10-3-192-2	2010-12-01	9	30	6	215	15	245
WUR:CE-ETH10-3-192-3	2010-12-01	6	35	6	125	12	160
WUR:CE-ETH10-3-192-4	2010-12-01	4	30	3	105	7	135
